taxa,bay,month,day,year,abund,male,female,repro,eph,density,volume,mean_temp_C,temp_var,conductivity,pH,hydro_days,soil,canopy,area_ha,sample_date,species,genus,family,order,class,phylum,ID_specificity,broad_group,general_diet,functional_feeding_group,diet_specifics,diet_internet_source,size_mm,size_source
Acanthocyclops robustus,11,1,27,2010,5,0,0,2,0,0.74,6754.424,10,14.7,33.69,5.23,281,terrace,open,0.77,1/27/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,5,7,2009,5,0,0,1,0,6.37,785.398,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,5/7/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,6,16,2010,28,0,0,10,0,8.72,6361.725,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,6/16/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,3,26,2009,6,0,0,2,0,2.55,2356.194,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,3/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,7,21,2010,13,0,0,4,0,6.37,4555.309,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,7/21/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,1,29,2009,1,0,0,0,0,0.91,1099.557,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,1/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,4,2,2009,1,0,0,0,0,0.2,5105.088,12.6,20.5,29.17,4.91,365,sand,open,4.01,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,11,24,2009,7,0,0,3,0,2.95,4790.929,10,14.7,33.69,5.23,281,terrace,open,0.77,11/24/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,5,21,2009,6,0,0,0,0,2.22,5262.168,11.1,17.2,27.49,5.05,274,terrace,open,0.49,5/21/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,4,14,2010,1,0,0,0,0,0.3,3377.212,12.6,20.5,29.17,4.91,365,sand,open,4.01,4/14/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,5,19,2010,2,0,0,0,0,0.69,2905.973,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,5/19/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,4,30,2009,1,0,0,0,0,0.21,4712.389,12.6,20.5,29.17,4.91,365,sand,open,4.01,4/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,5,14,2009,32,0,0,4,0,29.1,1099.557,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,5/14/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,9,8,4,2010,4,0,0,1,0,1.27,3141.593,9.5,11.6,53.04,4.47,245.5,terrace,open,1.74,8/4/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,2,26,2009,22,0,0,7,0,18.13,3377.212,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,3,17,2010,3,0,0,0,0,0.54,11074.114,12.6,20.5,29.17,4.91,365,sand,open,4.01,3/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,2,3,2010,3,0,0,0,0,0.78,3848.451,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,2/3/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,6,11,2009,4,0,0,0,0,1.71,4869.468,10.8,21.2,34.4,5.26,201,sand,open,11.29,6/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,5,19,2010,37,0,0,6,0,14.72,2513.274,10,14.5,40.76,5.58,211,upland,forrested,1.29,5/19/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,1,27,2010,1,0,0,0,0,0.14,6990.044,10,14.5,40.76,5.58,211,upland,forrested,1.29,1/27/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,7,8,2009,1,0,0,1,0,1.27,785.398,10.3,20.5,41.58,5.55,365,upland,open,5.26,7/8/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,3,12,2009,27,0,0,5,0,9.63,6754.425,12.6,20.5,29.17,4.91,365,sand,open,4.01,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,3,11,2009,8,0,0,0,0,5.22,4241.15,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,3/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,12,29,2009,1,0,0,0,0,0.3,3298.672,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,12/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,2,18,2009,10,0,0,0,0,3.64,2748.894,10.8,21.2,34.4,5.26,201,sand,open,11.29,2/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,3,30,2010,28,0,0,8,0,5.73,10602.875,11.1,17.2,27.49,5.05,274,terrace,open,0.49,3/30/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,8,4,2010,1,0,0,1,0,0.91,1099.557,10,14.7,33.69,5.23,281,terrace,open,0.77,8/4/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,7,8,2009,6,0,0,0,0,7.64,1570.796,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,7/8/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,12,29,2009,5,0,0,1,0,1.68,2984.513,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/29/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,4,28,2010,3,0,0,0,0,1.04,5811.947,10.8,21.2,34.4,5.26,201,sand,open,11.29,4/28/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,79,5,11,2010,31,0,0,4,0,21.3,6440.266,10.3,20.1,27.81,4.93,170,sand,open,0.49,5/11/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,4,2,2009,6,0,0,0,0,1.28,9267.698,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,4/2/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,2,12,2009,26,0,0,1,0,8.77,5890.486,10,14.7,33.69,5.23,281,terrace,open,0.77,2/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,4,3,10,2010,9,0,0,3,0,1.53,9896.017,10,14.5,40.76,5.58,211,upland,forrested,1.29,3/10/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,2,3,2010,1,0,0,0,0,0.32,3141.593,10.3,20.5,41.58,5.55,365,upland,open,5.26,2/3/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,6,18,2009,11,0,0,2,0,11.88,1963.495,10.2,20,31.08,5.21,196,terrace,forrested,2.51,6/18/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,11,11,2009,1,0,0,0,0,0.36,2748.894,10,14.7,33.69,5.23,281,terrace,open,0.77,11/11/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,1,6,2010,5,0,0,1,0,3.03,1649.336,10.8,21.2,34.4,5.26,201,sand,open,11.29,1/6/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,26,4,23,2009,8,0,0,2,0,3.03,5105.088,11.1,17.2,27.49,5.05,274,terrace,open,0.49,4/23/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,9,30,2009,1,0,0,0,0,0,NA,10,14.7,33.69,5.23,281,terrace,open,0.77,9/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,6,23,2010,10,0,0,2,0,7.87,2670.354,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,6/23/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,1,20,2010,11,0,0,2,0,2.13,10131.636,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,4,16,2009,4,0,0,1,0,1.41,6675.884,10.3,20.5,41.58,5.55,365,upland,open,5.26,4/16/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,7,14,2010,1,0,0,0,0,0.32,3141.593,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,7/14/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,3,1,6,2010,8,0,0,2,0,1.27,12252.212,9.9,11.7,46.15,5.65,242.5,upland,open,5.67,1/6/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,25,2,12,2009,10,0,0,2,0,5.94,3926.99,10.6,21.5,43.16,4.78,224.5,terrace,forrested,1.01,2/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,12,15,2009,1,0,0,0,0,0.44,2277.655,10.3,20.5,41.58,5.55,365,upland,open,5.26,12/15/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,80,4,30,2009,6,0,0,1,0,0,NA,9.9,16.1,40.33,4.79,151,sand,forrested,2.02,4/30/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,41,2,17,2010,2,0,0,0,0,0.38,10445.796,8.6,5.7,60.39,5.53,294.5,upland,forrested,0.12,2/17/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,5,31,2010,1,0,0,0,0,0.18,5576.327,10.3,20.5,41.58,5.55,365,upland,open,5.26,5/31/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,66,3,12,2009,18,0,0,1,0,8.42,5654.867,10.8,21.2,34.4,5.26,201,sand,open,11.29,3/12/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,78,3,4,2010,1,0,0,1,0,0.3,3377.212,12.6,20.5,29.17,4.91,365,sand,open,4.01,3/4/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,11,5,21,2009,7,0,0,0,0,2.12,3298.672,10,14.7,33.69,5.23,281,terrace,open,0.77,5/21/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,5,25,2010,1,0,0,0,0,0.35,2827.433,10.3,20.5,41.58,5.55,365,upland,open,5.26,5/25/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,44,4,16,2009,21,0,0,3,0,8.55,5026.548,9.5,11.3,40.22,5.65,183.5,upland,forrested,2.02,4/16/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,2,26,2009,77,0,0,26,0,32.36,NA,10.2,20,31.08,5.21,196,terrace,forrested,2.51,2/26/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,5,21,2009,41,0,0,8,0,25.82,7853.982,10.2,20,31.08,5.21,196,terrace,forrested,2.51,5/21/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,79,4,28,2010,16,0,0,1,0,10.7,7225.664,10.3,20.1,27.81,4.93,170,sand,open,0.49,4/28/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,7,4,23,2009,38,0,0,12,0,22.01,6283.185,10.2,20,31.08,5.21,196,terrace,forrested,2.51,4/23/09,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
Acanthocyclops robustus,40,1,20,2010,7,0,0,2,0,1.52,8796.46,10.3,20.5,41.58,5.55,365,upland,open,5.26,1/20/10,robustus,Acanthocyclops,Cyclopidae,Cyclopoida,Copepoda,Arthropoda,species,copepod,predator,small_zooplankton,NA,UNH Image based key to NA zooplankton - Aliberti et al.,1,UNH Image based key to NA zooplankton - Aliberti et al.
